time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_mm,actuator_setpoint_mm,motor_cmd
4.501,0.2207,0.7071,0.4864,0.002,19.939,40.11688232421875,134
4.551,0.2211,0.7071,0.486,0.002,19.939,49.99908447265625,134
4.601,0.2211,0.7071,0.486,0.002,19.756,49.99908447265625,217
4.651,0.2211,0.7071,0.486,0.002,21.062,49.99908447265625,255
4.701,0.2213,0.7071,0.4858,0.002,22.637,49.99908447265625,255
4.751,0.2217,0.7071,0.4854,0.002,24.444,49.99908447265625,255
4.801,0.2218,0.7071,0.4853,0.002,26.19,49.99908447265625,255
4.851,0.2218,0.7071,0.4853,0.002,28.168,49.99908447265625,238
4.901,0.2219,0.7071,0.4852,0.002,30.549,49.99908447265625,236
4.951,0.2223,0.7071,0.4848,0.002,30.794,49.99908447265625,236
5.001,0.2224,0.7071,0.4847,0.002,32.625,49.99908447265625,215
5.051,0.2226,0.7071,0.4845,0.002,34.847,49.99908447265625,215
5.101,0.2228,0.7071,0.4843,0.004,36.02,49.99908447265625,216
5.151,0.2228,0.7071,0.4843,0.002,35.629,49.99908447265625,204
5.201,0.2229,0.7071,0.4842,0.002,37.631,49.99908447265625,204
5.251,0.2229,0.7071,0.4842,0.002,37.082,49.99908447265625,211
5.301,0.2229,0.7071,0.4842,0.002,37.802,49.99908447265625,211
5.351,0.2229,0.7071,0.4842,0.002,39.768,49.99908447265625,204
5.401,0.2235,0.7071,0.4836,0.002,40.501,49.99908447265625,203
5.451,0.2235,0.7071,0.4836,0.0,40.244,49.99908447265625,203
5.501,0.2236,0.7071,0.4835,0.0,41.832,49.99908447265625,188
5.551,0.2236,0.7071,0.4835,0.0,41.758,49.99908447265625,188
5.601,0.224,0.7071,0.4831,0.0,42.173,49.99908447265625,188
5.651,0.2244,0.7071,0.4827,0.0,43.272,49.99908447265625,194
5.701,0.2253,0.7071,0.4818,0.002,43.834,49.99908447265625,194
5.751,0.2261,0.7071,0.481,0.008,43.822,49.99908447265625,183
5.801,0.227,0.7071,0.4801,0.008,44.86,49.99908447265625,183
5.851,0.2283,0.7071,0.4788,0.008,44.982,49.99908447265625,185
5.901,0.2295,0.7071,0.4776,0.016,45.726,49.99908447265625,178
5.951,0.2308,0.7071,0.4763,0.018,46.508,49.99908447265625,178
6.001,0.2326,0.7071,0.4745,0.018,46.508,49.99908447265625,177
6.051,0.2353,0.7071,0.4718,0.024,46.435,49.99908447265625,177
6.101,0.2371,0.7071,0.47,0.026,46.716,49.99908447265625,175
6.151,0.2397,0.7071,0.4674,0.026,46.984,49.99908447265625,175
6.201,0.2428,0.7071,0.4643,0.036,47.534,49.99908447265625,176
6.251,0.2455,0.7071,0.4616,0.036,47.79,49.99908447265625,176
6.301,0.2489,0.7071,0.4582,0.052,48.046,49.99908447265625,171
6.351,0.2522,0.7071,0.4549,0.054,48.168,49.99908447265625,171
6.401,0.2557,0.7071,0.4514,0.054,48.51,49.99908447265625,171
6.451,0.2595,0.7071,0.4476,0.062,48.681,49.99908447265625,171
6.501,0.264,0.7071,0.4431,0.066,48.877,49.99908447265625,169
6.551,0.2681,0.7071,0.439,0.068,49.048,49.99908447265625,169
6.601,0.2721,0.7071,0.435,0.07,49.182,49.99908447265625,168
6.651,0.2766,0.7071,0.4305,0.076,49.341,49.99908447265625,168
6.701,0.2813,0.7071,0.4258,0.08,49.438,49.99908447265625,168
6.751,0.2859,0.7071,0.4212,0.082,49.524,49.99908447265625,166
6.801,0.2908,0.7071,0.4163,0.09,49.524,49.99908447265625,166
6.851,0.2956,0.7071,0.4115,0.09,49.524,49.99908447265625,166
6.901,0.3008,0.7071,0.4063,0.092,49.524,49.99908447265625,167
6.951,0.3055,0.7071,0.4016,0.094,49.524,49.99908447265625,167
7.001,0.3102,0.7071,0.3969,0.094,49.512,49.99908447265625,167
7.051,0.316,0.7071,0.3911,0.094,49.524,49.99908447265625,167
7.101,0.3202,0.7071,0.3869,0.094,49.499,49.99908447265625,167
7.151,0.3265,0.7071,0.3806,0.096,49.512,49.99908447265625,167
7.201,0.3313,0.7071,0.3758,0.096,49.536,49.99908447265625,167
7.251,0.3363,0.7071,0.3708,0.096,49.512,49.99908447265625,167
7.301,0.3421,0.7071,0.365,0.1,49.512,49.99908447265625,167
7.351,0.3473,0.7071,0.3598,0.1,49.512,49.99908447265625,167
7.401,0.3521,0.7071,0.355,0.1,49.499,49.99908447265625,167
7.451,0.3581,0.7071,0.349,0.104,49.512,49.99908447265625,167
7.501,0.3638,0.7071,0.3433,0.104,49.536,49.99908447265625,167
7.551,0.3691,0.7071,0.338,0.106,49.512,49.99908447265625,167
7.601,0.3752,0.7071,0.3319,0.106,49.536,49.99908447265625,167
7.651,0.3801,0.7071,0.327,0.106,49.609,49.99908447265625,167
7.701,0.3869,0.7071,0.3202,0.114,49.609,49.99908447265625,167
7.751,0.3923,0.7071,0.3148,0.108,49.609,49.99908447265625,167
7.801,0.398,0.7071,0.3091,0.114,49.646,49.99908447265625,167
7.851,0.4041,0.7071,0.303,0.114,49.634,49.99908447265625,167
7.901,0.4101,0.7071,0.297,0.114,49.621,49.99908447265625,167
7.951,0.4158,0.7071,0.2913,0.114,49.621,49.99908447265625,167
8.001,0.4227,0.7071,0.2844,0.12,49.634,49.99908447265625,167
8.051,0.4286,0.7071,0.2785,0.118,49.621,49.99908447265625,167
8.101,0.4347,0.7071,0.2724,0.12,49.597,49.99908447265625,167
8.151,0.4412,0.7071,0.2659,0.12,49.621,49.99908447265625,167
8.201,0.447,0.7071,0.2601,0.12,49.621,49.99908447265625,167
8.251,0.453,0.7071,0.2541,0.12,49.609,49.99908447265625,167
8.301,0.4597,0.7071,0.2474,0.12,49.634,49.99908447265625,167
8.351,0.4659,0.7071,0.2412,0.122,49.658,49.99908447265625,167
8.401,0.4724,0.7071,0.2347,0.124,49.597,49.99908447265625,167
8.451,0.4784,0.7071,0.2287,0.122,49.597,49.99908447265625,167
8.501,0.4841,0.7071,0.223,0.122,49.597,49.99908447265625,167
8.551,0.4906,0.7071,0.2165,0.124,49.646,49.99908447265625,167
8.601,0.4971,0.7071,0.21,0.124,49.634,45.0579833984375,167
8.651,0.5032,0.7071,0.2039,0.124,49.609,20.0,167
8.701,0.5099,0.7071,0.1972,0.13,49.621,20.0,147
8.751,0.516,0.7071,0.1911,0.124,49.585,20.0,147
8.801,0.5227,0.7071,0.1844,0.13,49.731,20.0,-217
8.851,0.5293,0.7071,0.1778,0.13,48.864,20.0,-217
8.901,0.5351,0.7071,0.172,0.13,47.766,20.0,-221
8.951,0.5416,0.7071,0.1655,0.13,46.276,20.0,-221
9.001,0.549,0.7071,0.1581,0.13,45.116,20.0,-210
9.051,0.5552,0.7071,0.1519,0.13,43.932,20.0,-210
9.101,0.5623,0.7071,0.1448,0.132,43.272,20.0,-200
9.151,0.5697,0.7071,0.1374,0.132,42.674,20.0,-200
9.201,0.5755,0.7071,0.1316,0.132,41.355,20.0,-200
9.251,0.5828,0.7071,0.1243,0.132,40.159,20.0,-199
9.301,0.589,0.7071,0.1181,0.13,39.719,20.0,-199
9.351,0.5954,0.7071,0.1117,0.13,39.133,20.0,-187
9.401,0.603,0.7071,0.1041,0.142,38.107,20.0,-193
9.451,0.6102,0.7071,0.0969,0.142,37.619,20.0,-193
9.501,0.6169,0.7071,0.0902,0.142,37.143,20.0,-186
9.551,0.6237,0.7071,0.0834,0.136,36.569,20.0,-186
9.601,0.6303,0.7071,0.0768,0.134,36.972,20.0,-186
9.651,0.6365,0.7071,0.0706,0.134,35.592,20.0,-186
9.701,0.6436,0.7071,0.0635,0.134,34.994,20.0,-190
9.751,0.6504,0.7071,0.0567,0.136,35.592,20.0,-190
9.801,0.6562,0.7071,0.0509,0.136,30.464,20.0,-178
9.851,0.6625,0.7071,0.0446,0.134,34.603,20.0,-178
9.901,0.6685,0.7071,0.0386,0.132,33.04,20.0,-155
9.951,0.6742,0.7071,0.0329,0.126,34.249,20.0,-155
10.001,0.6795,0.7071,0.0276,0.124,33.211,20.0,-187
10.051,0.6851,0.7071,0.022,0.12,33.419,20.0,-187
10.101,0.6906,0.7071,0.0165,0.116,31.795,20.0,-182
10.151,0.696,0.7071,0.0111,0.114,30.818,20.0,-184
10.201,0.7008,0.7071,0.0063,0.112,31.282,20.0,-184
10.251,0.7065,0.7071,0.0006,0.112,30.159,20.0,-166
10.301,0.7109,0.7071,-0.0038,0.11,29.451,20.0,-166
10.351,0.7158,0.7071,-0.0087,0.108,29.292,20.0,-170
10.401,0.7208,0.7071,-0.0137,0.106,29.805,20.0,-167
10.451,0.7256,0.7071,-0.0185,0.1,28.706,20.0,-167
10.501,0.7299,0.7071,-0.0228,0.098,28.987,20.0,-174
10.551,0.7356,0.7071,-0.0285,0.098,29.035,20.0,-174
10.601,0.7391,0.7071,-0.032,0.096,27.619,20.0,-168
10.651,0.744,0.7071,-0.0369,0.098,28.425,20.0,-172
10.701,0.7486,0.7071,-0.0415,0.096,27.485,20.0,-172
10.751,0.7521,0.7071,-0.045,0.096,26.935,20.0,-168
10.801,0.756,0.7071,-0.0489,0.092,27.179,20.0,-168
10.851,0.7581,0.7071,-0.051,0.086,26.777,20.0,-160
10.901,0.7606,0.7071,-0.0535,0.078,26.215,20.0,-167
10.951,0.762,0.7071,-0.0549,0.07,26.508,20.0,-167
11.001,0.7625,0.7071,-0.0554,0.07,25.751,20.0,-160
11.051,0.7629,0.7071,-0.0558,0.05,25.372,20.0,-160
11.101,0.763,0.7071,-0.0559,0.042,25.58,20.0,-160
11.151,0.7632,0.7071,-0.0561,0.028,24.933,20.0,-159
11.201,0.7635,0.7071,-0.0564,0.01,24.823,20.0,-159
11.251,0.7635,0.7071,-0.0564,0.008,24.542,20.0,-158
11.301,0.7638,0.7071,-0.0567,0.006,24.493,20.0,-158
11.351,0.7638,0.7071,-0.0567,0.006,24.347,20.0,-157
11.401,0.7639,0.7071,-0.0568,0.004,24.298,20.0,-158
11.451,0.7639,0.7071,-0.0568,0.002,24.225,20.0,-158
11.501,0.7646,0.7071,-0.0575,0.002,26.569,20.0,-158
11.551,0.7652,0.7071,-0.0581,0.004,23.639,20.0,-158
11.601,0.7656,0.7071,-0.0585,0.006,23.346,20.0,-176
11.651,0.7656,0.7071,-0.0585,0.002,23.15,20.0,-143
11.701,0.7656,0.7071,-0.0585,0.002,22.808,20.0,-143
11.751,0.7656,0.7071,-0.0585,0.0,23.26,20.0,-154
11.801,0.7656,0.7071,-0.0585,0.0,22.979,20.0,-154
11.851,0.7656,0.7071,-0.0585,0.0,22.967,20.0,-156
11.901,0.7656,0.7071,-0.0585,0.0,22.894,20.0,-154
11.951,0.7656,0.7071,-0.0585,0.0,22.686,20.0,-154
12.001,0.7652,0.7071,-0.0581,0.0,25.348,20.0,-155
12.052,0.7637,0.7071,-0.0566,0.0,22.625,20.0,-155
12.101,0.7632,0.7071,-0.0561,0.0,22.161,20.0,-173
12.151,0.7621,0.7071,-0.055,0.0,22.271,20.0,-142
12.201,0.7605,0.7071,-0.0534,-0.008,21.734,20.0,-142
12.251,0.7596,0.7071,-0.0525,-0.0102,22.088,20.0,-152
12.301,0.7584,0.7071,-0.0513,-0.018,22.112,20.0,-152
12.351,0.7577,0.7071,-0.0506,-0.018,22.1,20.0,-153
12.401,0.756,0.7071,-0.0489,-0.022,21.954,20.0,-153
12.451,0.7558,0.7071,-0.0487,-0.022,21.954,20.0,-153
12.501,0.7543,0.7071,-0.0472,-0.022,22.002,20.0,-152
12.551,0.7528,0.7071,-0.0457,-0.024,21.709,20.0,-152
12.601,0.7518,0.7071,-0.0447,-0.024,21.673,20.0,-154
12.651,0.751,0.7071,-0.0439,-0.02,21.746,20.0,-154
12.701,0.7502,0.7071,-0.0431,-0.02,21.465,20.0,-151
12.751,0.7484,0.7071,-0.0413,-0.02,21.05,20.0,-151
12.801,0.7477,0.7071,-0.0406,-0.02,21.355,20.0,-151
12.851,0.7462,0.7071,-0.0391,-0.02,21.294,20.0,-151
12.901,0.7447,0.7071,-0.0376,-0.03,21.245,20.0,-151
12.951,0.7435,0.7071,-0.0364,-0.024,21.233,20.0,-151
13.001,0.7417,0.7071,-0.0346,-0.024,21.233,20.0,-151
13.051,0.7407,0.7071,-0.0336,-0.024,21.16,20.0,-151
13.101,0.7393,0.7071,-0.0322,-0.028,21.233,20.0,-151
13.151,0.7379,0.7071,-0.0308,-0.028,21.05,20.0,-151
13.201,0.7361,0.7071,-0.029,-0.028,21.038,20.0,-152
13.251,0.7349,0.7071,-0.0278,-0.028,21.038,20.0,-152
13.301,0.7337,0.7071,-0.0266,-0.028,20.916,20.0,-150
13.351,0.7318,0.7071,-0.0247,-0.028,20.708,20.0,-150
13.401,0.7308,0.7071,-0.0237,-0.028,20.574,20.0,-150
13.451,0.7297,0.7071,-0.0226,-0.024,20.806,20.0,-148
13.501,0.7275,0.7071,-0.0204,-0.028,20.672,20.0,-148
13.551,0.7264,0.7071,-0.0193,-0.024,20.525,20.0,-150
13.601,0.7247,0.7071,-0.0176,-0.024,20.794,20.0,-150
13.651,0.7238,0.7071,-0.0167,-0.024,20.891,20.0,-148
13.701,0.7226,0.7071,-0.0155,-0.024,20.769,20.0,-151
13.751,0.7217,0.7071,-0.0146,-0.022,20.672,20.0,-151
13.801,0.7204,0.7071,-0.0133,-0.022,23.565,20.0,-150
13.851,0.719,0.7071,-0.0119,-0.024,20.549,20.0,-150
13.901,0.7182,0.7071,-0.0111,-0.024,20.415,20.0,-169
13.951,0.7162,0.7071,-0.0091,-0.024,20.684,20.0,-169
14.001,0.7154,0.7071,-0.0083,-0.024,20.208,20.0,-139
14.053,0.7139,0.7071,-0.0068,-0.024,19.89,20.0,-139
14.102,0.7128,0.7071,-0.0057,-0.024,20.073,20.0,-148
14.152,0.7117,0.7071,-0.0046,-0.0224,19.707,20.0,-146
14.202,0.7103,0.7071,-0.0032,-0.026,20.256,20.0,-146
14.252,0.7095,0.7071,-0.0024,-0.0224,17.949,20.0,-146
14.302,0.7076,0.7071,-0.0005,-0.0224,19.707,20.0,-146
14.352,0.7054,0.7071,0.0017,-0.028,20.061,20.0,-133
14.402,0.7044,0.7071,0.0027,-0.0224,20.171,20.0,-154
14.452,0.7033,0.7071,0.0038,-0.0224,19.866,20.0,-154
14.502,0.7007,0.7071,0.0064,-0.0224,19.89,20.0,-149
14.552,0.7001,0.7071,0.007,-0.022,22.784,20.0,-149
14.602,0.6987,0.7071,0.0084,-0.028,19.463,20.0,-146
14.652,0.6966,0.7071,0.0105,-0.028,19.951,20.0,-172
14.702,0.6953,0.7071,0.0118,-0.028,19.658,20.0,-172
14.752,0.6933,0.7071,0.0138,-0.028,19.255,20.0,-138
14.802,0.6914,0.7071,0.0157,-0.028,19.243,20.0,-138
14.852,0.69,0.7071,0.0171,-0.028,18.706,20.0,-142
14.902,0.6884,0.7071,0.0187,-0.032,18.779,20.0,-144
14.952,0.6869,0.7071,0.0202,-0.03,19.255,20.0,-144
15.002,0.6844,0.7071,0.0227,-0.032,19.267,20.0,-141
15.052,0.6828,0.7071,0.0243,-0.032,18.694,20.0,-141
15.102,0.6811,0.7071,0.026,-0.032,19.231,20.0,-146
15.152,0.6793,0.7071,0.0278,-0.034,18.913,20.0,-139
15.202,0.6781,0.7071,0.029,-0.032,18.803,20.0,-139
15.252,0.6764,0.7071,0.0307,-0.032,19.255,20.0,-143
15.302,0.6745,0.7071,0.0326,-0.034,19.28,20.0,-143
15.352,0.6731,0.7071,0.034,-0.034,18.791,20.0,-145
15.402,0.6714,0.7071,0.0357,-0.034,19.255,20.0,-144
15.452,0.6697,0.7071,0.0374,-0.034,18.73,20.0,-144
15.502,0.6677,0.7071,0.0394,-0.034,18.767,20.0,-144
15.552,0.6665,0.7071,0.0406,-0.034,19.255,20.0,-144
15.602,0.6647,0.7071,0.0424,-0.034,18.718,20.0,-140
15.652,0.6635,0.7071,0.0436,-0.034,18.84,20.0,-146
15.702,0.6618,0.7071,0.0453,-0.034,19.243,20.0,-146
15.752,0.6598,0.7071,0.0473,-0.034,18.718,20.0,-140
15.802,0.6586,0.7071,0.0485,-0.034,18.73,20.0,-140
15.852,0.6564,0.7071,0.0507,-0.034,19.231,20.0,-141
15.902,0.655,0.7071,0.0521,-0.034,18.718,20.0,-141
15.952,0.6532,0.7071,0.0539,-0.034,18.791,20.0,-145
16.002,0.6517,0.7071,0.0554,-0.034,19.231,20.0,-145
16.054,0.6497,0.7071,0.0574,-0.034,18.742,20.0,-140
16.103,0.6477,0.7071,0.0594,-0.036,19.023,20.0,-140
16.153,0.6466,0.7071,0.0605,-0.036,18.694,20.0,-141
16.203,0.644,0.7071,0.0631,-0.036,19.621,20.0,-141
16.253,0.6421,0.7071,0.065,-0.038,19.341,20.0,-140
16.303,0.6409,0.7071,0.0662,-0.036,19.255,20.0,-140
16.353,0.6385,0.7071,0.0686,-0.038,18.767,20.0,-145
16.403,0.6369,0.7071,0.0702,-0.038,18.779,20.0,-145
16.453,0.6341,0.7071,0.073,-0.0385,19.243,20.0,-139
16.503,0.6327,0.7071,0.0744,-0.038,18.803,20.0,-139
16.553,0.6308,0.7071,0.0763,-0.038,18.742,20.0,-144
16.603,0.6278,0.7071,0.0793,-0.038,19.219,20.0,-144
16.653,0.627,0.7071,0.0801,-0.038,18.816,20.0,-139
16.703,0.6252,0.7071,0.0819,-0.036,18.718,20.0,-139
16.753,0.6232,0.7071,0.0839,-0.038,19.255,20.0,-140
16.803,0.6213,0.7071,0.0858,-0.038,18.718,20.0,-140
16.853,0.6194,0.7071,0.0877,-0.038,19.292,20.0,-143
16.903,0.6171,0.7071,0.09,-0.038,19.255,20.0,-137
16.953,0.6157,0.7071,0.0914,-0.038,19.158,20.0,-137
17.003,0.6143,0.7071,0.0928,-0.038,19.292,20.0,-143
17.053,0.6123,0.7071,0.0948,-0.038,19.377,20.0,-143
17.103,0.6108,0.7071,0.0963,-0.038,19.28,20.0,-142
17.153,0.6089,0.7071,0.0982,-0.038,18.694,20.0,-142
17.203,0.6069,0.7071,0.1002,-0.038,19.243,20.0,-142
17.253,0.6048,0.7071,0.1023,-0.038,19.011,20.0,-137
17.303,0.6031,0.7071,0.104,-0.038,19.011,20.0,-137
17.353,0.6017,0.7071,0.1054,-0.034,18.694,20.0,-141
17.403,0.6,0.7071,0.1071,-0.034,17.326,20.0,-141
17.453,0.5984,0.7071,0.1087,-0.034,18.962,20.0,-138
17.503,0.5964,0.7071,0.1107,-0.034,19.255,20.0,-138
17.553,0.5944,0.7071,0.1127,-0.038,18.645,20.0,-141
17.603,0.5926,0.7071,0.1145,-0.036,19.182,20.0,-142
17.653,0.5907,0.7071,0.1164,-0.036,19.255,20.0,-142
17.703,0.5885,0.7071,0.1186,-0.036,19.341,20.0,-140
17.753,0.587,0.7071,0.1201,-0.036,18.742,20.0,-140
17.803,0.5853,0.7071,0.1218,-0.036,19.219,20.0,-142
17.853,0.5835,0.7071,0.1236,-0.036,19.267,20.0,-136
17.903,0.581,0.7071,0.1261,-0.038,19.145,20.0,-136
17.953,0.5798,0.7071,0.1273,-0.036,19.231,20.0,-142
18.003,0.5774,0.7071,0.1297,-0.036,18.706,20.0,-142
18.055,0.5756,0.7071,0.1315,-0.036,18.706,20.0,-140
18.104,0.5739,0.7071,0.1332,-0.0347,19.072,20.0,-136
18.154,0.572,0.7071,0.1351,-0.0347,18.962,20.0,-136
18.204,0.5703,0.7071,0.1368,-0.0347,18.718,20.0,-141
18.254,0.5686,0.7071,0.1385,-0.0347,19.243,20.0,-141
18.304,0.5661,0.7071,0.141,-0.0347,19.023,20.0,-137
18.354,0.5636,0.7071,0.1435,-0.0347,18.73,20.0,-143
18.404,0.5626,0.7071,0.1445,-0.0347,19.316,20.0,-143
18.454,0.5605,0.7071,0.1466,-0.0347,18.974,20.0,-136
18.504,0.5587,0.7071,0.1484,-0.036,19.145,20.0,-136
18.554,0.5573,0.7071,0.1498,-0.036,19.426,20.0,-140
18.604,0.5556,0.7071,0.1515,-0.034,18.694,20.0,-140
18.654,0.5534,0.7071,0.1537,-0.036,17.253,20.0,-140
18.704,0.5517,0.7071,0.1554,-0.036,19.353,20.0,-136
18.754,0.5506,0.7071,0.1565,-0.034,19.06,20.0,-136
18.804,0.5484,0.7071,0.1587,-0.034,19.17,20.0,-142
18.854,0.5466,0.7071,0.1605,-0.036,19.267,20.0,-137
18.904,0.5453,0.7071,0.1618,-0.034,19.035,20.0,-137
18.954,0.5436,0.7071,0.1635,-0.034,18.694,20.0,-140
19.004,0.5418,0.7071,0.1653,-0.034,18.73,20.0,-140
19.054,0.5401,0.7071,0.167,-0.034,18.999,20.0,-135
19.104,0.5381,0.7071,0.169,-0.034,19.267,20.0,-137
19.154,0.5367,0.7071,0.1704,-0.034,19.231,20.0,-137
19.204,0.5353,0.7071,0.1718,-0.034,18.681,20.0,-141
19.254,0.534,0.7071,0.1731,-0.034,19.341,20.0,-141
19.304,0.532,0.7071,0.1751,-0.034,19.06,20.0,-135
19.354,0.5303,0.7071,0.1768,-0.034,18.669,20.0,-142
19.404,0.5286,0.7071,0.1785,-0.034,18.694,20.0,-142
19.454,0.5265,0.7071,0.1806,-0.034,19.243,20.0,-134
19.504,0.5254,0.7071,0.1817,-0.034,19.06,24.11712646484375,-134
19.554,0.5232,0.7071,0.1839,-0.034,19.194,37.76397705078125,-140
19.604,0.5219,0.7071,0.1852,-0.034,19.267,49.05792236328125,-140
19.654,0.5202,0.7071,0.1869,-0.034,19.365,49.99908447265625,195
19.704,0.518,0.7071,0.1891,-0.034,19.524,49.99908447265625,195
19.754,0.5168,0.7071,0.1903,-0.034,20.195,49.99908447265625,246
19.804,0.5148,0.7071,0.1923,-0.034,21.966,49.99908447265625,246
19.854,0.5127,0.7071,0.1944,-0.04,23.724,49.99908447265625,245
19.904,0.5113,0.7071,0.1958,-0.034,25.433,49.99908447265625,245
19.954,0.51,0.7071,0.1971,-0.034,27.131,49.99908447265625,225
20.004,0.508,0.7071,0.1991,-0.034,28.767,49.99908447265625,225
20.056,0.5068,0.7071,0.2003,-0.034,29.255,49.99908447265625,214
20.105,0.5047,0.7071,0.2024,-0.04,30.952,49.99908447265625,214
20.155,0.5029,0.7071,0.2042,-0.036,33.773,49.99908447265625,213
